Id,Price
725,177020.33596727782
15856,233350.34928154323
5480,164504.2670247043
15664,385984.93373919884
14275,133573.48937521662
7633,200094.91415270846
13329,169481.54321552353
5502,209562.03182986478
4220,337663.2967474664
11538,207551.47561470786
15975,273845.2332527845
3310,207955.01950742974
9286,153972.06355887785
11260,191157.7855273663
5214,100405.08476685776
11307,196041.23891354766
13543,391814.02916332305
615,185898.3789500525
3495,218202.41608521267
2321,249845.1734177325
12046,190476.28681262728
16688,134349.9378894354
12694,232213.5066165713
783,155186.35172365356
8968,171076.20383240838
13454,181904.52067027547
12190,261898.80752203404
11160,106472.02500793259
10291,199455.6786533328
891,273130.58002922084
2982,180188.22183371047
3818,230998.46494271763
2449,198761.78901316857
8317,169058.21790548787
4922,182366.72847925132
1257,253548.03787841173
9348,244800.70883365703
4176,178100.77397270538
10704,156244.76549675636
6624,110262.93109306034
5428,201098.1928162956
12749,187791.0951930685
8994,201026.3163997744
11513,146824.46429001406
3047,188618.9867458674
9519,208020.61957263172
12309,210334.64553438863
14081,241745.10186856642
8334,252298.39516421367
6343,168615.64029033147
14788,129317.29807979726
15748,462264.3977433797
153,263669.96017236833
14149,192481.65879315007
269,175241.39277248268
5452,137393.3843138252
721,206854.12504731197
5079,319418.8676785304
2831,116183.27829981553
10614,114098.6239190698
10131,291972.58970613376
9996,423368.90202590154
3061,187355.1296387085
11733,349608.2520404514
3726,307147.151481958
10929,214498.60836029262
9011,437882.1181986708
16182,347428.22531799675
4976,179891.95500024772
9897,232261.6125106789
1872,165670.71484415387
9205,344067.43445032265
5403,376922.1768287118
14074,208447.2774072654
6268,145137.50034844998
14232,166450.1802839648
8532,243999.95172579619
7034,280164.3212646877
6553,477351.436318422
3133,183146.58373458084
8596,213846.88365647948
12389,231384.30946343252
14462,176489.32091933468
8860,305935.9584070245
8377,284793.1900991533
6367,386864.28282938665
6917,258940.83781712354
4216,189965.55595827824
5806,169737.84743340447
5438,203520.73367359425
6632,188676.48823153455
2650,165878.05945807602
5396,217226.75639605089
4044,153980.68452450208
1345,219689.1270921267
856,165432.02988094266
12791,273337.51584619924
12499,216381.16449524253
12249,129211.81143095724
14641,138245.07737726014
1919,163130.50641103688
7848,187037.15828171192
10749,181855.82838868798
15554,174460.8350738674
15834,190318.60655865129
1355,185767.2086089083
15451,171568.7140492434
12401,207431.4191027517
10290,183797.20158015037
9462,119844.09394953094
3103,231701.2843708145
3420,128719.74095591137
12262,232690.76034171507
5032,128978.64786322683
8949,281104.8375609066
15567,233689.7493782916
16389,153972.06355887785
7809,83210.23595487032
8990,146415.27386146894
16089,247056.04306776455
12743,100405.08476685776
5132,126425.34694079282
1619,278559.37310909905
2428,92036.90530065342
16741,181760.1882750373
13193,227727.3682817455
12588,515501.04039927525
5067,173398.57677682582
14685,128120.1878860493
2292,188701.09267320886
5746,123238.58134454724
12578,158655.75281216318
14834,159487.03926070686
2147,177866.10721063116
8222,134661.77704211045
10419,264474.3972185167
11492,230457.05517988297
3006,206560.67710937565
8761,207921.3842245746
15371,236528.42514438936
16367,149273.74907393596
6317,287483.7541584596
10878,300999.17443345493
3895,157126.52733330918
8041,111210.27509650632
13428,426696.89418849593
14669,165481.94448284557
1006,179439.0391552889
12271,179439.0391552889
3764,447662.3764505191
7675,220995.92566075176
11709,291415.3971731884
8629,157636.0251972764
1105,536934.021426859
6096,193843.70927435576
11727,212123.57073472193
5157,168610.15566202678
3679,135216.92029928268
1755,147771.56030632937
7391,188705.42094494452
7425,100290.11629944852
6882,489141.9592332329
10752,318606.72934455
7472,176525.06436047558
14320,100564.94405011089
9596,160590.57596398104
5317,204875.7625772624
7378,85870.87589534596
16154,183527.39898775524
3464,187771.58262343745
4197,242276.72676649323
9477,122204.10959727764
12705,191943.68021489566
16426,203351.7198583662
1481,67332.46468440405
9946,259488.20426742555
12025,200858.94784884865
5341,253818.9687931267
9923,284302.50309369096
7953,238545.80456232754
11066,262120.53042432285
5037,186118.3450337353
2509,190431.74073973641
4937,339353.4460344205
12089,381947.8268755473
4964,154302.1293133656
16500,262194.90409741894
4625,152616.68429950258
2363,381573.6737165644
8148,210721.8285660462
3804,182143.03623465536
4584,153997.80971745087
10694,112574.60670065941
2691,210466.3395537029
2983,204558.51426238217
13563,326778.446541423
10747,216453.11305104935
1721,198384.80207326735
2789,208094.42203276113
7214,257601.23876381657
8659,206112.70766697414
5107,276631.6959092212
3843,198314.6938591108
14610,399472.0455650905
15505,169747.6894187371
5060,261167.3987089857
16055,227316.53674151227
14963,184477.98385760386
4118,152343.48308970683
1672,175411.37570001563
3209,187804.2597554407
16515,141858.59355520192
973,173902.008725797
12529,197898.3397081981
5896,121486.49436860361
5450,223142.50870790594
3249,164633.41194537998
8911,171232.15721356304
5898,240933.96138024717
1024,179728.45461546315
4766,202138.3042078559
15804,188488.2946203531
14303,198141.15226628212
10707,197389.5127424188
6605,201071.33003614965
1138,305227.4495876288
14088,471371.649864209
9154,189024.90009710955
8190,207167.05061231385
398,264024.2181649279
13302,238025.72740422311
9696,157158.7632262067
16786,117592.21860214956
16230,191520.86218944035
6552,196846.4315749464
923,225895.16551953056
9602,280478.3545660912
5857,269812.81378007756
8120,183726.82646050432
7134,187194.42456226214
11726,166275.88386001613
8069,118618.60540557289
12420,172573.4137975114
8604,211793.7711028403
4854,246452.59772587699
12212,186154.56437447853
12099,317339.9678596427
3882,355536.4161053314
6995,367688.2987792681
10172,211119.84900477537
11672,266220.99637506914
12897,296418.2848424503
16097,190779.35030319117
6779,240409.9097013216
11199,204122.27059015934
10816,404863.5975742083
143,380404.7812226567
5399,225440.12043600506
3286,166450.1802839648
13706,213756.97926952015
1935,359991.87306222564
16000,187667.42153166604
2860,200115.54860765277
11407,176935.92862099578
16378,289582.27812226996
12278,193843.70927435576
3842,162937.91288924456
2692,349228.8440251587
7699,182945.55753599174
6825,304939.0745875521
7268,240777.95443718243
1477,440715.61172074004
9887,175297.68148268797
9436,189717.65353706383
3179,246606.10205332743
1350,489954.50977385836
10643,206565.16302781051
5793,216807.9467681173
11494,456319.86004218843
4206,193553.6168239218
12419,247527.22123089168
8530,238711.24842135358
5985,131657.16026350606
8908,226380.6425105632
256,126425.34694079282
7234,184166.96411072175
5648,207895.80926190194
3014,233014.00740666437
2184,190132.8924720801
9189,272366.5020316596
14884,191580.534526931
10333,197475.27834183787
15896,141721.7410990911
13269,146783.3813291429
8603,277708.3124135933
15087,188016.96811618976
4344,190425.96061413438
7981,69314.4942923833
10908,237515.61022097035
6190,157102.81974164498
11742,208551.995622361
9224,136522.36504567775
14667,211293.6668153267
458,191711.4025035451
2464,336305.37979773537
12320,223042.81955127107
278,220651.05895466977
2912,213240.56787358667
6698,220045.6589609109
4510,142908.14700376597
4183,160890.90512982296
5551,257794.13789183763
12187,171697.62762110613
7948,211953.17266521073
10808,199609.71792537993
12432,179927.17149980518
5356,185652.89765402075
8984,505394.5646398833
9203,183600.66094097056
15412,83699.78791495708
12041,135893.14221204488
7644,291036.94603809126
7071,217823.95472969278
10685,172572.90666728723
6763,166685.25138393484
940,139085.34531909256
14959,198384.80207326735
1338,158506.10998279456
5351,132464.97041363682
6524,204276.24423703618
12516,156927.55609763708
3288,267772.71679774736
3146,216314.92240667535
3954,191811.6302985556
11955,193462.53096576122
1211,213231.4531905003
15668,205775.8041668714
1320,83053.00357120372
9108,136437.2679224201
16482,100780.99872534625
5017,132499.23645986037
8290,200597.2222765068
4304,374986.30748131627
1930,183562.36931449702
12530,171009.22150165675
11295,327535.5077002207
3002,153972.06355887785
15483,165475.38604353278
11525,196971.01182015592
13978,135601.7038532745
4885,155739.65167074656
8325,173552.74202289595
3630,137973.67937032977
9165,201921.90246787548
13945,226334.58053116308
10663,201771.63213569534
14803,180135.49136610367
7621,168572.47857850566
8205,215390.84682886256
10387,203351.7198583662
5457,151521.43173906123
10234,305345.9651977145
6251,177787.5030674065
701,261902.91643594013
7930,182966.72836790796
15028,138401.28032335525
12172,67439.73428326068
5805,184847.5323987418
7411,266904.95751417015
14806,203595.4762624113
7890,167593.62036610636
10440,162217.73124492573
14926,163486.81661570125
5381,156344.75384896758
3800,380123.03060655436
10511,260301.36759385638
9324,290351.49580233765
3313,218523.01954737812
7351,163440.3660283261
8459,182601.42471450398
9957,137707.74821508772
12024,161839.78778001302
4380,253635.67916730308
5042,105332.10668929208
13289,149421.6611747935
13407,378696.06015532464
13258,162937.91288924456
15993,258933.30324711144
12525,183026.20862895643
4062,228464.89813859007
12065,291247.73716669774
8227,221115.70282696336
11333,171289.7854331322
2867,132476.71367541203
3319,225128.25543583644
3523,348598.7037879285
7055,200697.86759531038
14930,201597.04013952
3444,136969.4488167145
2940,326851.07879131235
6935,351299.30628811795
16116,315802.749171728
13370,255116.35273162043
6103,246208.01421720948
7446,166450.1802839648
1859,180233.07486604352
4079,185220.45855039262
3228,164784.9169167389
9665,160114.50849663853
15957,340620.0757726373
11533,178976.05331878373
2314,127040.92106929971
4096,207138.02061768813
13437,176089.83762206775
5980,242060.14498855834
2008,203154.8446246568
6754,152022.30693584
4129,158432.58826753323
14557,326671.32193455717
7096,264106.15677809226
14297,253424.58270768038
3967,213224.3159281696
16485,121350.95503359483
13075,336506.0514074407
14289,189436.07372181612
10988,165425.23333538114
3230,149600.26347560348
13250,185979.98561022352
2559,206585.4402696284
7739,422384.27869831194
7213,162111.7991417496
6639,201709.7393158679
3164,256465.37032750697
15207,174027.63207492552
5113,187306.7020621062
3929,137080.93400169822
14493,287762.8950166079
11110,188581.97050388058
2033,207301.05195584227
16057,213289.762152796
16709,235992.8029791696
14313,141206.5027162844
1028,256193.44650368643
7187,109171.03763613295
3738,292002.1291686505
9869,312956.7584783938
12644,201315.6194014193
3686,123108.90305979623
9196,254828.31947936816
12326,214607.08971164835
4936,192731.93873820826
13314,199035.06354261955
9857,349988.0142503014
519,168958.28469919405
8410,177756.30593686234
1720,181754.20509687212
10341,179654.70110837466
14415,180469.20931678946
10613,299053.2759021124
8027,257509.1716577763
15539,275327.6397847328
7431,270527.323218438
1370,156466.2647722705
12708,157315.3037691051
2250,222697.72299108934
14758,139673.76220153773
8525,392428.15949343017
1538,277420.0041498615
1142,141065.69828407705
1152,236869.30361133162
9802,185957.30568284128
3331,295373.2755532811
15203,183268.42849044828
4247,166719.2626182162
1976,426319.12647718395
2346,182984.31829904002
10078,238582.75274863164
1938,207478.68624128425
7819,149729.81353825232
2168,247245.76595666975
15634,220857.3823048311
8465,219486.59783409542
9313,163741.9405244179
6539,136512.03584137472
6325,98339.94795046301
13442,256717.8442349926
9967,183204.2186213636
7893,241779.26130725056
2861,193085.92492270615
11031,313201.9230219886
15073,131911.87222698733
13837,174757.24431910232
2524,257833.9558262915
8617,207541.99435882946
13513,197607.15758147347
3081,293496.44468101783
10675,384337.45048731926
1907,86003.37775904854
4872,241642.2397476863
16274,399828.469895951
11837,250115.31560223253
16577,198397.81733261328
5231,359147.2409793951
11315,171433.82039509824
273,203351.7198583662
8363,242044.95043959323
4255,210123.33878921397
16330,248666.48361559882
11528,182690.57244858125
14799,221924.92205772683
1611,258933.30324711144
9234,194626.06522449857
1633,114572.51040927896
6791,213270.8424752492
11567,487766.75689242454
